VIABILITY_TARGET_HOMING,FEMALE_FERTILITY_TARGET_HOMING,Y_SHREDDER,DENSITY,ISLAND_SIDE_LENGTH,INTERACTION_DISTANCE_SIGMA,AVG_DISPERSAL,MONTHLY_SURVIVAL_RATE,LITTER_SIZE,ITINERANT_FREQ,ITINERANT_DISPERSAL_MULTIPLIER,RELEASE_PERCENTAGE,DRIVE_FITNESS,DRIVE_EFFICIENCY,RESISTANCE_RATE,R1_RATE,Equilibrium pop size,End drive freq,End resistance freq,Minimum pop size,End pop,Suppression rate,Gen Suppressed,Composite Value,Composite Value SE
FALSE,TRUE,FALSE,716.3695,4.12885,67.899565,250.9528375,0.783808875,3.360845,0.31493325,3.696782,0.169518765,0.76114175,0.75446225,0.07886035,0.01950117,12068.965,0,0.021845355,11683.35,12085.85,0,0,-0.968054692,0.001126552
FALSE,TRUE,FALSE,1183.6375,4.454458,33.346945,327.7867375,0.875174125,3.184289,0.49492325,4.774346,0.184983655,0.98495225,0.75468125,0.01907645,0.01087203,23496.49,0,0.99828475,17311.75,23531.05,0,0,-0.73681856,0.010276892
FALSE,TRUE,FALSE,641.5535,1.472754,40.452895,216.6113875,0.862566125,5.637581,0.41909325,2.289458,0.087682885,0.88790675,0.75469075,0.05679095,0.00016557,1376.27,0.299967474,0.5340344,1239.45,1465.2,0,0,-0.900568575,0.006953422
FALSE,TRUE,FALSE,855.5,1.106,75.025,161.0125,0.796375,7.421,0.13775,3.698,0.080315,0.87425,0.75475,0.00785,0.00975,1017.53,0.0670099,0.75581977,768.85,1073.25,0,0,-0.756427039,0.032229945
FALSE,TRUE,FALSE,1025.4245,1.61391,42.236695,571.4879875,0.794016375,2.032685,0.37201125,1.72767,0.392996005,0.81984975,0.75480325,0.01057785,0.01320935,2618.765,0.03102552,0.40867535,1143.6,2549.75,0,0,-0.436791636,0.027158533
FALSE,TRUE,FALSE,665.3745,2.584702,79.266835,310.4804875,0.706023875,2.172041,0.14921925,2.29993,0.241495845,0.79368075,0.75500625,0.07318965,0.00725333,4320.435,0,0.03831627,3891.35,4322.3,0,0,-0.900754242,0.00351777
FALSE,TRUE,FALSE,758.9057088,2.032932401,79.31887031,394.2792125,0.780982231,5.202329755,0.396463424,1.390420824,0.430433104,0.760380626,0.755388618,0,0,3047.425,0.3661645,0,80.8,338.8,0.55,299.3636364,0.194234157,0.066841406
FALSE,TRUE,FALSE,1116.6865,4.419402,93.740725,699.2666125,0.926921125,4.817183,0.40507675,4.812142,0.074469055,0.75898775,0.75539425,0.06116845,0.00718809,21558.125,0,0.007173829,16848.05,19621.45,0,0,-0.781521334,0.001774108
FALSE,TRUE,FALSE,1378.4715,3.55873,62.572555,178.0286875,0.827302875,7.096895,0.47657425,4.97951,0.251804465,0.82971475,0.75546075,0.00818655,0.00732735,16627.52,0,0.95476195,12188.3,14303.85,0,0,-0.7329977,0.02053083
FALSE,TRUE,FALSE,1261.009276,2.515864372,89.66089964,653.8191915,0.758373626,2.297976971,0.439443111,4.472949743,0.12848034,0.800496459,0.755478382,0,0,7780.785,0.0726761,0,6.1,54.5,0.9,195.5,0.54731169,0.051366799
