HOMOZYGOTE_EMBRYO_NONVIABLE,RECESSIVE_FEMALE_STERILE,Y_SHREDDER,INDS_PER_KM_SQUARE,SIM_SIDE_LENGTH,COMPETITION_DISTANCE,AVG_DISPERSAL,PER_TIME_STEP_SURVIVAL_RATE,LITTER_SIZE,ITINERANT_FREQ,ITINERANT_DISPERSAL_MULTIPLYER,RELEASE_PERCENTAGE,DRIVE_FITNESS,DRIVE_CONVERSION_RATE,RESISTANCE_RATE,R1_OCCURRENCE_RATE,Equilibrium pop size,End drive freq,End resistance freq,Minimum pop size,End pop,Suppression rate,Gen Suppressed,GP rating (1-(min(time_suppression ; 500)/500),GP rating alternative (GP_rating - min_pop/equilib_pop_size),GP rating SE,GP alt SE
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.81,0.77,0.01,0.001,4246.11,0,5.33E-05,4137.45,4247.8,0,0,0,-0.974450702,0,0.002125291
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.82,0.77,0.01,0.001,4240.555,0,0.000288793,4132.5,4232,0,0,0,-0.974551534,0,0.002015436
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.83,0.77,0.01,0.001,4257.4,0,0.000116756,4138.7,4247.75,0,0,0,-0.972153829,0,0.00188362
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.84,0.77,0.01,0.001,4256.025,0,0.000320381,4136.9,4273.6,0,0,0,-0.97204454,0,0.001774543
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.85,0.77,0.01,0.001,4254.38,0,0.000893655,4130.5,4260.65,0,0,0,-0.970900292,0,0.001599184
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.86,0.77,0.01,0.001,4245.26,0,0.001164792,4119.55,4247.5,0,0,0,-0.97040668,0,0.00203189
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.87,0.77,0.01,0.001,4261.68,0,0.001428666,4111.1,4261.3,0,0,0,-0.964682001,0,0.00171868
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.88,0.77,0.01,0.001,4256.26,0.002150811,0.005583207,4090.55,4250.55,0,0,0,-0.96112678,0,0.002299557
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.89,0.77,0.01,0.001,4243.795,0.1805187,0.07824713,4064.95,4272.6,0,0,0,-0.957893082,0,0.001747879
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.9,0.77,0.01,0.001,4252.58,0.14711495,0.3572029,4079,4326.75,0,0,0,-0.959208664,0,0.001407982
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.91,0.77,0.01,0.001,4249.65,0.291610307,0.460052,4063.6,4519.2,0,0,0,-0.956295458,0,0.006722254
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.92,0.77,0.01,0.001,4255.39,0.289757542,0.56361165,4029.1,4466.4,0,0,0,-0.946787002,0,0.008357118
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.93,0.77,0.01,0.001,4249.28,0.3563629,0.53846042,3995.9,4403.7,0,0,0,-0.940409618,0,0.010127881
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.94,0.77,0.01,0.001,4258.06,0.333431903,0.600608395,3855.2,4327.4,0,0,0,-0.905524262,0,0.014299681
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.95,0.77,0.01,0.001,4251.185,0.25905801,0.692095295,3701.4,4290.75,0,0,0,-0.870545537,0,0.015931396
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.96,0.77,0.01,0.001,4248.65,0.312191966,0.646628575,3599.9,4118.1,0,0,0,-0.847286865,0,0.020190842
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.97,0.77,0.01,0.001,4251.015,0.33186706,0.634588271,3596.9,4127.35,0,0,0,-0.846237225,0,0.016752489
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.98,0.77,0.01,0.001,4257.19,0.331776166,0.635881145,3715.75,4237.45,0,0,0,-0.873009385,0,0.016888463
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.99,0.77,0.01,0.001,4247.66,0.367899302,0.5987763,3928.9,4307.95,0,0,0,-0.925036688,0,0.010293885
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,1,0.77,0.01,0.001,4257.56,0.48486914,0.476130193,4059.1,4429.15,0,0,0,-0.95341107,0,0.005048692
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.75,0.78,0.01,0.001,4247.055,0,0.000240421,4154.7,4258.65,0,0,0,-0.978274344,0,0.001672723
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.76,0.78,0.01,0.001,4244.6,0,0.000201172,4166.95,4259.9,0,0,0,-0.981759591,0,0.002061694
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.77,0.78,0.01,0.001,4256.93,0,0.000170812,4150.7,4228.9,0,0,0,-0.975081028,0,0.002179227
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.78,0.78,0.01,0.001,4245.85,0,0.000218975,4140.7,4246.75,0,0,0,-0.975265431,0,0.001788601
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.79,0.78,0.01,0.001,4259.725,0,0.000280813,4137.35,4270.05,0,0,0,-0.971331258,0,0.002442175
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.8,0.78,0.01,0.001,4257.11,0,0.000421043,4148.55,4223.2,0,0,0,-0.974530244,0,0.002186535
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.81,0.78,0.01,0.001,4264.415,0,0.000174881,4131.3,4262.4,0,0,0,-0.968838041,0,0.002021058
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.82,0.78,0.01,0.001,4255.415,0,0.000450799,4134.05,4270.3,0,0,0,-0.971544575,0,0.002594945
